id,nummi,agerevq,couple,iris,sexe,tact
4062032,16993,025,1,765400404,1,12
4062033,16994,080,1,765400204,1,21
4062034,16994,075,1,765400204,2,21
4062035,16995,025,1,765400103,2,11
4062036,16995,025,1,765400103,1,11
4062037,16996,025,2,765400204,2,11
4062038,16997,020,1,765400601,2,11
4062039,16997,025,1,765400601,1,11
4062040,16997,015,2,765400601,1,22
4062041,16998,070,2,765400602,2,21
4062042,16999,065,2,765401003,2,21
4062043,17000,050,1,765400502,2,11
4062044,17000,050,1,765400502,1,11
4062045,17000,020,2,765400502,1,12
4062046,17001,090,2,765400402,2,21
4062047,17002,050,2,765400602,1,11
4062048,17003,015,2,765400204,2,22
4062049,17003,040,2,765400204,2,12
4062050,17004,080,2,765401001,1,21
4062051,17005,030,2,765400101,2,11
4062052,17006,020,2,765401003,2,12
4062053,17007,045,2,765400104,1,25
4062054,17008,025,1,765401005,2,12
4062055,17008,025,1,765401005,2,11
4062056,17009,080,1,765400306,2,21
4062057,17009,080,1,765400306,1,21
4062058,17010,080,2,765400305,2,21
4062059,17011,020,1,765400802,2,12
4062060,17011,025,1,765400802,1,12
4062061,17011,000,2,765400802,2,23
4062062,17012,070,2,765400202,2,21
4062063,17013,020,2,765400404,2,22
4062064,17014,070,1,765400901,1,21
4062065,17014,060,1,765400901,2,21
4062066,17014,015,2,765400901,2,22
4062067,17014,015,2,765400901,2,22
4062068,17015,020,2,765400102,1,12
4062069,17016,055,2,765400203,1,11
4062070,17017,020,1,765401004,1,25
4062071,17017,025,1,765401004,1,12
4062072,17018,075,2,765400502,1,21
4062073,17019,030,1,765400404,1,11
4062074,17020,030,2,765400601,1,11
4062075,17021,020,2,765400201,2,11
4062076,17022,025,2,765400604,1,11
4062077,17023,015,2,765400304,1,22
4062078,17024,000,2,765400306,1,23
4062079,17024,035,1,765400306,2,11
4062080,17024,035,1,765400306,1,11
4062081,17024,005,2,765400306,1,23
4062082,17025,020,2,765400604,2,22
4062083,17026,020,2,765400204,1,11
4062084,17027,060,2,765400601,2,21
4062085,17028,020,1,765400101,2,11
4062086,17028,020,1,765400101,1,11
4062087,17029,020,1,765400204,2,11
4062088,17029,020,1,765400204,1,12
4062089,17030,020,2,765400304,1,22
4062090,17030,020,2,765400304,1,22
4062091,17031,025,2,765400204,1,11
4062092,17032,040,2,765400204,1,11
4062093,17033,025,2,765400303,1,11
4062094,17034,065,2,765400101,2,21
4062095,17035,020,2,765400402,2,22
4062096,17036,070,1,765400202,1,21
4062097,17036,065,1,765400202,2,21
4062098,17037,025,1,765400101,2,11
4062099,17037,025,1,765400101,1,11
4062100,17038,015,2,765400202,2,22
4062101,17039,050,2,765400103,1,25
4062102,17040,075,1,765400106,1,21
4062103,17040,075,1,765400106,2,21
4062104,17041,045,1,765400504,2,11
4062105,17041,050,1,765400504,1,11
4062106,17041,010,2,765400504,1,22
4062107,17042,025,2,765400305,2,11
4062108,17043,035,2,765400601,1,12
4062109,17044,050,2,765400404,2,11
4062110,17045,020,2,765400501,1,11
4062111,17046,085,1,765401003,1,21
4062112,17046,070,1,765401003,2,21
4062113,17047,020,2,765400901,2,12
4062114,17047,055,1,765400901,2,24
4062115,17047,070,1,765400901,1,21
4062116,17048,075,2,765400601,2,21
4062117,17049,015,2,765400503,2,22
4062118,17049,055,1,765400503,2,11
4062119,17049,055,1,765400503,1,11
4062120,17050,025,1,765400303,1,11
4062121,17050,025,1,765400303,2,11
4062122,17051,010,2,765400305,1,23
4062123,17051,035,1,765400305,2,11
4062124,17051,035,1,765400305,1,12
4062125,17052,015,2,765400501,2,11
4062126,17053,035,2,765400402,1,11
4062127,17054,015,2,765400404,1,22
4062128,17055,055,2,765400402,2,11
4062129,17056,080,2,765400104,1,21
4062130,17057,025,2,765400404,1,12
4062131,17058,045,2,765400601,2,11
4062132,17059,090,2,765401004,2,21
4062133,17060,040,1,765400306,1,11
4062134,17060,035,1,765400306,2,25
4062135,17061,065,1,765400902,2,21
4062136,17061,065,1,765400902,1,21
4062137,17062,040,1,765400501,2,24
4062138,17062,005,2,765400501,1,23
4062139,17062,045,1,765400501,1,11
4062140,17063,015,2,765400104,1,22
4062141,17064,020,2,765400103,1,11
4062142,17065,050,2,765400304,1,25
4062143,17066,035,1,765400602,1,11
4062144,17066,005,2,765400602,1,23
4062145,17066,035,1,765400602,2,11
4062146,17066,010,2,765400602,1,23
4062147,17067,045,2,765400204,1,11
4062148,17068,060,1,765401003,1,25
4062149,17069,050,2,765400105,2,11
4062150,17069,015,2,765400105,1,22
4062151,17069,010,2,765400105,2,23
4062152,17070,025,2,765400304,2,11
4062153,17071,015,2,765400305,2,22
4062154,17071,035,2,765400305,2,11
4062155,17072,025,2,765400303,1,25
4062156,17073,050,1,765400305,1,11
4062157,17074,080,2,765400202,2,21
4062158,17075,000,2,765400203,1,23
4062159,17075,020,2,765400203,2,12
4062160,17076,030,2,765401004,1,11
4062161,17077,010,2,765400204,2,23
4062162,17077,045,1,765400204,1,11
4062163,17077,005,2,765400204,1,23
4062164,17077,015,2,765400204,1,22
4062165,17077,000,2,765400204,1,23
4062166,17077,030,1,765400204,2,11
4062167,17078,025,2,765400503,1,11
4062168,17079,055,1,765400104,2,24
4062169,17079,060,1,765400104,1,21
4062170,17080,015,2,765400202,1,22
4062171,17081,065,2,765400101,1,21
4062172,17082,060,2,765400601,1,21
4062173,17083,020,1,765400405,2,11
4062174,17083,025,1,765400405,1,12
4062175,17084,050,1,765400304,1,11
4062176,17084,050,1,765400304,2,11
4062177,17084,015,2,765400304,2,22
4062178,17085,050,2,765400602,2,11
4062179,17086,015,2,765400604,1,22
4062180,17086,040,1,765400604,2,11
4062181,17086,040,1,765400604,1,11
4062182,17086,010,2,765400604,1,23
4062183,17087,085,2,765401003,2,21
4062184,17088,070,2,765400101,2,21
4062185,17089,015,2,765401005,1,22
4062186,17089,045,2,765401005,2,11
4062187,17090,025,2,765400702,1,11
4062188,17091,030,2,765401003,1,11
4062189,17092,070,1,765400502,1,21
4062190,17092,070,1,765400502,2,24
4062191,17093,010,2,765401003,2,23
4062192,17093,030,1,765401003,2,24
4062193,17093,005,2,765401003,1,23
4062194,17093,030,1,765401003,1,11
4062195,17094,015,2,765400102,2,22
4062196,17095,035,2,765400601,1,12
4062197,17096,015,2,765400203,1,22
4062198,17096,020,2,765400203,1,22
4062199,17096,060,2,765400203,1,21
4062200,17097,010,2,765400303,1,23
4062201,17097,040,2,765400303,2,11
4062202,17098,055,2,765400103,2,25
4062203,17099,055,1,765400303,2,24
4062204,17099,050,1,765400303,1,11
4062205,17099,020,2,765400303,1,11
4062206,17100,055,2,765400305,2,12
4062207,17101,015,2,765400603,1,22
4062208,17102,005,2,765400902,2,23
4062209,17102,020,2,765400902,2,22
4062210,17103,030,2,765401003,1,11
4062211,17104,020,2,765400403,1,22
4062212,17105,040,2,765401001,2,25
4062213,17105,015,2,765401001,2,22
4062214,17106,025,1,765400104,1,25
4062215,17106,020,1,765400104,2,25
4062216,17106,000,2,765400104,1,23
4062217,17107,025,2,765400104,2,11
4062218,17108,020,2,765400603,2,11
4062219,17109,075,2,765400502,2,21
4062220,17110,020,2,765400303,2,22
4062221,17110,075,1,765400303,1,21
4062222,17110,025,2,765400303,1,11
4062223,17110,025,2,765400303,1,12
4062224,17110,020,2,765400303,1,11
4062225,17110,060,1,765400303,2,24
4062226,17110,020,2,765400303,2,11
4062227,17111,055,2,765400602,2,11
4062228,17112,030,2,765400106,1,12
4062229,17113,025,2,765401005,1,11
4062230,17114,070,2,765400403,2,21
4062231,17115,020,1,765401005,2,24
4062232,17115,025,1,765401005,1,11
4062233,17115,000,2,765401005,1,23
4062234,17115,000,2,765401005,1,23
4062235,17116,045,2,765400303,2,12
4062236,17116,005,2,765400303,1,23
4062237,17116,000,2,765400303,2,23
4062238,17116,005,2,765400303,2,23
4062239,17117,075,2,765400201,1,21
4062240,17118,020,2,765401003,2,11
4062241,17119,060,1,765400304,2,21
4062242,17119,045,1,765400304,1,11
4062243,17120,025,1,765400405,1,11
4062244,17120,020,1,765400405,2,11
4062245,17121,085,2,765400304,2,21
4062246,17122,060,2,765400702,2,11
4062247,17123,085,2,765400901,1,21
4062248,17124,005,2,765400403,1,23
4062249,17124,030,1,765400403,2,11
4062250,17124,035,1,765400403,1,11
4062251,17125,045,1,765401001,1,11
4062252,17125,040,1,765401001,2,11
4062253,17125,005,2,765401001,2,23
4062254,17125,005,2,765401001,1,23
4062255,17126,030,2,765400502,2,11
4062256,17127,020,2,765400601,1,11
4062257,17128,030,2,765400402,2,11
4062258,17129,020,2,765400306,1,22
4062259,17130,050,2,765400502,1,11
4062260,17131,030,1,765400301,2,11
4062261,17131,000,2,765400301,1,23
4062262,17131,030,1,765400301,1,12
4062263,17132,015,2,765400901,2,11
4062264,17132,015,2,765400901,1,11
4062265,17132,010,2,765400901,1,22
4062266,17132,035,2,765400901,2,11
4062267,17133,085,2,765400502,2,24
4062268,17134,000,2,765400802,2,23
4062269,17134,030,1,765400802,1,11
4062270,17134,000,2,765400802,2,23
4062271,17134,005,2,765400802,2,23
4062272,17134,025,1,765400802,2,24
4062273,17135,075,2,765400404,2,21
4062274,17136,005,2,765400304,2,23
4062275,17136,000,2,765400304,1,23
4062276,17136,010,2,765400304,2,23
4062277,17136,040,1,765400304,1,12
4062278,17136,030,1,765400304,2,25
4062279,17137,045,2,765400402,2,11
4062280,17137,015,2,765400402,2,22
4062281,17137,015,2,765400402,1,22
4062282,17138,015,2,765400201,2,22
4062283,17139,025,2,765400303,2,11
4062284,17140,080,2,765400301,2,21
4062285,17141,050,2,765400202,2,11
4062286,17142,035,1,765400103,1,11
4062287,17142,035,1,765400103,2,11
4062288,17143,020,2,765400201,2,22
4062289,17144,025,1,765401004,2,11
4062290,17144,030,1,765401004,1,11
4062291,17144,000,2,765401004,2,23
4062292,17145,045,2,765401003,1,11
4062293,17146,020,2,765400201,2,11
4062294,17146,020,2,765400201,1,11
4062295,17147,030,2,765400203,1,11
4062296,17148,080,2,765401002,2,21
4062297,17149,005,2,765400801,2,23
4062298,17149,035,1,765400801,2,11
4062299,17149,045,1,765400801,1,11
4062300,17149,010,2,765400801,1,22
4062301,17149,000,2,765400801,1,23
4062302,17150,025,1,765400303,1,11
4062303,17150,025,1,765400303,2,11
4062304,17151,050,1,765401005,2,24
4062305,17151,055,1,765401005,1,11
4062306,17152,070,1,765400102,1,21
4062307,17152,040,2,765400102,2,11
4062308,17152,040,2,765400102,1,11
4062309,17152,065,1,765400102,2,21
4062310,17153,070,2,765400702,2,21
4062311,17154,015,2,765400501,1,22
4062312,17154,050,2,765400501,2,11
4062313,17154,015,2,765400501,2,12
4062314,17155,015,2,765400602,1,22
4062315,17155,045,1,765400602,2,11
4062316,17155,040,1,765400602,1,11
4062317,17156,040,1,765400502,1,11
4062318,17156,055,1,765400502,2,11
4062319,17157,055,2,765400403,2,11
4062320,17158,035,1,765400601,2,11
4062321,17158,035,1,765400601,1,11
4062322,17159,050,2,765400106,2,11
4062323,17160,025,2,765401002,2,12
4062324,17161,060,2,765400901,2,21
4062325,17162,020,2,765400201,2,11
4062326,17163,025,1,765400305,1,12
4062327,17163,025,1,765400305,2,11
4062328,17164,055,2,765400404,1,11
4062329,17165,045,2,765400601,1,12
4062330,17166,025,2,765401005,1,11
4062331,17167,020,2,765400103,1,22
4062332,17167,020,2,765400103,2,22
4062333,17168,050,2,765400501,1,11
4062334,17169,020,2,765400404,2,22
4062335,17170,070,1,765400304,1,21
4062336,17170,075,1,765400304,2,21
4062337,17171,050,2,765400801,2,11
4062338,17172,025,1,765400106,2,24
4062339,17172,025,1,765400106,1,12
4062340,17173,085,1,765400202,2,21
4062341,17173,085,1,765400202,1,21
4062342,17174,075,2,765400102,1,21
4062343,17175,025,1,765400101,1,12
4062344,17175,025,1,765400101,2,11
4062345,17176,020,2,765400601,2,11
4062346,17177,025,2,765400301,1,11
4062347,17178,060,2,765400602,2,11
4062348,17179,025,2,765400404,1,12
4062349,17180,030,1,765400202,1,11
4062350,17180,030,1,765400202,2,12
4062351,17181,020,2,765400405,1,11
4062352,17182,055,2,765400305,1,21
4062353,17183,055,2,765400602,1,11
4062354,17184,065,1,765400501,2,21
4062355,17184,060,1,765400501,1,11
4062356,17185,070,2,765400106,1,12
4062357,17186,070,1,765400301,2,21
4062358,17186,070,1,765400301,1,21
4062359,17187,020,2,765400106,1,11
4062360,17188,025,2,765400201,2,11
4062361,17189,040,2,765400802,1,12
4062362,17189,055,2,765400802,1,25
4062363,17190,020,2,765400405,1,22
4062364,17190,020,2,765400405,1,22
4062365,17191,025,2,765400204,1,11
4062366,17191,050,2,765400204,2,11
4062367,17192,015,2,765400101,1,22
4062368,17193,030,1,765400303,2,11
4062369,17193,030,1,765400303,1,11
4062370,17194,025,2,765400305,2,25
4062371,17195,040,2,765400204,1,25
4062372,17196,000,2,765401004,1,23
4062373,17196,035,1,765401004,1,11
4062374,17196,035,1,765401004,2,11
4062375,17197,035,2,765400102,1,11
4062376,17198,020,2,765400305,1,12
4062377,17198,025,2,765400305,2,22
4062378,17199,035,1,765400201,2,11
4062379,17199,000,2,765400201,2,23
4062380,17199,040,1,765400201,1,11
4062381,17199,005,2,765400201,1,23
4062382,17200,025,2,765400103,1,25
4062383,17201,065,2,765400306,2,21
4062384,17201,025,2,765400306,1,25
4062385,17202,010,2,765401004,1,22
4062386,17202,040,1,765401004,2,25
4062387,17202,045,1,765401004,1,11
4062388,17203,020,2,765400404,2,22
4062389,17204,020,2,765401005,2,22
4062390,17205,020,2,765401005,1,11
4062391,17205,015,2,765401005,2,11
4062392,17205,040,2,765401005,2,11
4062393,17206,020,2,765400405,1,22
4062394,17207,015,2,765400405,1,22
4062395,17208,030,1,765400901,2,11
4062396,17208,030,1,765400901,1,11
4062397,17209,070,2,765400503,1,21
4062398,17210,010,2,765400602,1,23
4062399,17210,015,2,765400602,2,22
4062400,17210,045,2,765400602,2,11
4062401,17210,015,2,765400602,2,22
4062402,17211,030,2,765400303,2,11
4062403,17212,080,1,765400601,1,21
4062404,17212,050,2,765400601,2,25
4062405,17212,080,1,765400601,2,24
4062406,17213,030,2,765400701,2,11
4062407,17214,025,1,765401005,2,11
4062408,17214,030,1,765401005,1,12
4062409,17215,035,2,765401003,2,12
4062410,17215,015,2,765401003,2,22
4062411,17215,010,2,765401003,2,23
4062412,17216,015,2,765400103,1,22
4062413,17216,055,2,765400103,2,11
4062414,17217,000,2,765400604,1,23
4062415,17217,030,1,765400604,2,11
4062416,17217,030,1,765400604,1,11
4062417,17218,035,2,765401005,1,11
4062418,17218,015,2,765401005,1,22
4062419,17219,020,2,765400303,1,11
4062420,17220,015,2,765400404,1,22
4062421,17221,020,2,765400106,2,11
4062422,17221,020,2,765400106,1,11
4062423,17221,025,2,765400106,1,11
4062424,17222,020,2,765400403,1,11
4062425,17223,040,2,765400405,2,11
4062426,17224,080,2,765400105,2,21
4062427,17225,015,2,765400402,2,22
4062428,17225,010,2,765400402,2,23
4062429,17225,045,2,765400402,2,11
4062430,17225,025,2,765400402,2,11
4062431,17226,090,1,765400702,1,21
4062432,17226,085,1,765400702,2,21
4062433,17227,025,2,765400103,2,11
4062434,17228,080,2,765400902,2,21
4062435,17229,025,1,765400103,1,11
4062436,17229,025,1,765400103,2,11
4062437,17230,030,1,765400504,2,11
4062438,17230,040,1,765400504,1,11
4062439,17231,020,1,765400103,2,22
4062440,17231,020,1,765400103,1,11
4062441,17232,020,2,765400502,2,22
4062442,17233,020,2,765400404,1,22
4062443,17233,020,2,765400404,1,22
4062444,17233,020,2,765400404,1,22
4062445,17234,085,2,765400102,2,21
4062446,17235,040,1,765400404,1,11
4062447,17236,085,2,765400102,2,21
4062448,17237,050,1,765401001,2,11
4062449,17237,055,1,765401001,1,12
4062450,17238,000,2,765400305,2,23
4062451,17238,025,1,765400305,2,11
4062452,17238,035,1,765400305,1,11
4062453,17239,025,1,765400404,2,12
4062454,17239,030,1,765400404,1,11
4062455,17240,010,2,765400102,1,22
4062456,17241,000,2,765400304,1,23
4062457,17241,025,1,765400304,2,11
4062458,17241,000,2,765400304,2,23
4062459,17241,030,1,765400304,1,11
4062460,17242,020,2,765400304,1,22
4062461,17243,035,2,765400501,2,11
4062462,17244,015,2,765400102,1,11
4062463,17245,045,2,765400502,2,11
4062464,17246,025,2,765400404,1,11
4062465,17247,025,2,765400201,1,12
4062466,17248,020,2,765400104,1,22
4062467,17248,045,2,765400104,2,11
4062468,17249,020,2,765400305,2,11
4062469,17250,055,2,765400901,2,25
4062470,17251,040,2,765401002,2,11
4062471,17252,050,2,765400201,1,11
4062472,17253,075,2,765401003,2,24
4062473,17254,045,2,765401003,1,11
4062474,17255,070,1,765400501,2,21
4062475,17255,085,1,765400501,1,21
4062476,17256,010,2,765400204,1,23
4062477,17256,040,1,765400204,2,11
4062478,17256,045,1,765400204,1,11
4062479,17256,005,2,765400204,1,23
4062480,17257,010,2,765400303,2,23
4062481,17257,005,2,765400303,2,23
4062482,17257,025,1,765400303,1,12
4062483,17257,025,1,765400303,2,12
4062484,17258,030,1,765400305,2,11
4062485,17258,005,2,765400305,2,23
4062486,17258,030,1,765400305,1,11
4062487,17259,035,1,765400602,2,11
4062488,17259,045,1,765400602,1,11
4062489,17260,020,2,765400303,1,22
4062490,17261,020,1,765400402,1,11
4062491,17261,025,1,765400402,1,11
4062492,17262,020,2,765400404,2,11
4062493,17263,060,2,765400102,2,11
4062494,17264,020,2,765400102,2,22
4062495,17265,045,2,765400604,2,11
4062496,17266,030,1,765400501,1,11
4062497,17266,030,1,765400501,2,11
4062498,17267,065,1,765400102,2,21
4062499,17267,065,1,765400102,1,21
4062500,17268,025,1,765400604,1,11
4062501,17268,020,1,765400604,2,11
4062502,17269,050,2,765401001,2,12
4062503,17269,015,2,765401001,2,22
4062504,17269,005,2,765401001,2,23
4062505,17269,015,2,765401001,1,12
4062506,17269,015,2,765401001,1,22
4062507,17269,010,2,765401001,2,23
4062508,17270,015,2,765400504,1,22
4062509,17270,045,2,765400504,2,11
4062510,17271,060,2,765400901,1,21
4062511,17272,055,2,765400403,2,11
4062512,17273,090,2,765400104,2,21
4062513,17274,040,2,765400106,1,12
4062514,17275,080,1,765400105,1,21
4062515,17275,080,1,765400105,2,21
4062516,17276,025,2,765401004,2,12
4062517,17277,050,2,765400702,1,11
4062518,17277,055,1,765400702,2,11
4062519,17278,025,2,765400901,2,11
4062520,17278,050,2,765400901,1,11
4062521,17279,055,2,765400701,2,25
4062522,17280,030,1,765400303,2,12
4062523,17280,025,1,765400303,1,12
4062524,17281,035,1,765400101,2,11
4062525,17281,035,1,765400101,1,11
4062526,17281,000,2,765400101,2,23
4062527,17282,080,2,765400503,1,21
4062528,17283,025,2,765400102,2,11
4062529,17284,025,2,765400301,1,11
4062530,17285,035,1,765401001,1,11
4062531,17285,030,1,765401001,2,11
4062532,17285,000,2,765401001,1,23
4062533,17286,030,2,765400702,1,11
4062534,17287,025,2,765400504,2,11
4062535,17288,030,2,765400501,1,11
4062536,17289,015,2,765400501,2,22
4062537,17290,025,1,765400105,1,11
4062538,17290,000,2,765400105,2,23
4062539,17290,030,1,765400105,2,24
4062540,17291,030,2,765400202,1,12
4062541,17292,090,2,765400503,2,21
4062542,17293,025,2,765400404,1,12
4062543,17293,030,2,765400404,1,12
4062544,17294,035,1,765400403,1,11
4062545,17294,035,1,765400403,2,11
4062546,17294,005,2,765400403,1,23
4062547,17294,000,2,765400403,2,23
4062548,17295,055,2,765400701,1,25
4062549,17296,020,2,765401002,1,11
4062550,17297,050,2,765401004,2,11
4062551,17297,025,2,765401004,1,11
4062552,17298,030,2,765400303,2,12
4062553,17299,045,2,765400106,1,12
4062554,17300,025,2,765401002,2,12
4062555,17300,000,2,765401002,1,23
4062556,17301,060,2,765400303,1,21
4062557,17302,060,1,765400504,2,24
4062558,17302,065,1,765400504,1,21
4062559,17303,025,1,765400303,1,11
4062560,17303,025,1,765400303,2,12
4062561,17304,050,2,765401001,2,11
4062562,17305,025,2,765400402,1,11
4062563,17306,085,1,765400305,1,21
4062564,17306,060,1,765400305,2,24
4062565,17307,035,2,765400701,1,11
4062566,17307,025,2,765400701,1,22
4062567,17308,055,2,765401002,2,11
4062568,17309,055,1,765400901,1,21
4062569,17309,055,1,765400901,1,11
4062570,17310,020,2,765400201,2,11
4062571,17311,080,2,765400304,1,21
4062572,17312,070,2,765400404,2,21
4062573,17313,025,2,765400402,2,12
4062574,17313,030,2,765400402,2,11
4062575,17314,015,2,765401001,1,11
4062576,17314,055,2,765401001,2,25
4062577,17315,020,2,765400204,2,22
4062578,17316,015,2,765401003,2,11
4062579,17317,015,2,765400105,2,22
4062580,17317,015,2,765400105,2,22
4062581,17318,015,2,765400604,1,22
4062582,17318,050,1,765400604,1,11
4062583,17318,050,1,765400604,2,12
4062584,17319,035,1,765400801,1,11
4062585,17319,025,1,765400801,2,11
4062586,17319,000,2,765400801,1,23
4062587,17320,020,2,765400203,1,22
4062588,17321,025,2,765400101,2,11
4062589,17322,015,2,765400102,1,22
4062590,17323,020,2,765400203,1,11
4062591,17324,055,1,765400702,1,12
4062592,17325,015,2,765400101,2,22
4062593,17325,050,2,765400101,2,25
4062594,17326,070,1,765400502,2,21
4062595,17326,070,1,765400502,1,21
4062596,17327,000,2,765400901,2,23
4062597,17327,000,2,765400901,2,23
4062598,17327,000,2,765400901,2,23
4062599,17327,030,1,765400901,2,12
4062600,17327,020,1,765400901,2,24
4062601,17328,045,2,765400602,2,11
4062602,17329,020,2,765400305,1,22
4062603,17330,085,2,765400201,2,21
4062604,17331,015,2,765400101,2,22
4062605,17332,020,2,765400103,2,22
4062606,17332,020,2,765400103,2,22
4062607,17333,045,2,765401003,2,11
4062608,17334,070,2,765400604,1,21
4062609,17335,035,2,765400201,1,11
4062610,17336,085,2,76540XXXX,2,21
4062611,17337,055,2,765400504,2,11
4062612,17338,030,2,765400405,2,11
4062613,17339,040,2,765400702,2,11
4062614,17340,080,2,765400104,2,21
4062615,17341,025,1,765400201,1,11
4062616,17341,025,1,765400201,2,11
4062617,17342,050,2,765401001,2,11
4062618,17343,025,1,765400105,2,22
4062619,17343,030,1,765400105,1,12
4062620,17344,085,1,765400901,1,21
4062621,17344,060,2,765400901,2,21
4062622,17345,040,2,765400203,2,25
4062623,17346,020,2,765400201,2,11
4062624,17347,055,2,765400304,2,25
4062625,17347,020,2,765400304,1,12
4062626,17347,035,2,765400304,2,11
4062627,17348,085,2,765400104,2,21
4062628,17349,090,2,765400101,2,21
4062629,17350,055,2,765400504,2,11
4062630,17351,055,2,765400403,2,11
4062631,17351,030,2,765400403,1,12
4062632,17352,050,2,765400405,1,11
4062633,17353,075,1,765401002,1,21
4062634,17353,075,1,765401002,2,24
4062635,17353,080,2,765401002,2,21
4062636,17354,020,2,765400203,2,11
4062637,17355,095,2,765400203,2,11
4062638,17356,015,2,765400306,2,22
4062639,17357,060,1,765401002,1,11
4062640,17357,060,1,765401002,2,11
4062641,17358,020,2,765400304,2,11
4062642,17359,030,2,765400404,1,11
4062643,17360,020,2,765400105,1,11
4062644,17361,035,2,765400301,1,12
4062645,17362,060,2,765400602,2,21
4062646,17363,025,1,765401004,1,11
4062647,17363,000,2,765401004,1,23
4062648,17363,025,1,765401004,2,24
4062649,17364,015,2,765400801,2,22
4062650,17364,020,2,765400801,1,25
4062651,17364,015,2,765400801,1,22
4062652,17364,050,2,765400801,2,12
4062653,17365,020,2,765400402,1,22
4062654,17366,055,2,765400106,2,12
4062655,17367,035,1,765401003,2,11
4062656,17367,030,1,765401003,1,12
4062657,17368,040,2,765400402,1,25
4062658,17369,020,2,765400306,1,22
4062659,17370,065,1,765400502,2,21
4062660,17370,065,1,765400502,1,21
4062661,17371,015,2,765400305,2,22
4062662,17372,045,1,765401003,2,12
4062663,17372,040,1,765401003,1,11
4062664,17372,005,2,765401003,2,23
4062665,17373,070,1,765400404,2,21
4062666,17373,075,1,765400404,1,21
4062667,17374,015,2,765400204,2,22
4062668,17375,000,2,765400201,2,23
4062669,17375,040,2,765400201,2,12
4062670,17376,055,1,765400404,1,11
4062671,17376,010,2,765400404,2,22
4062672,17376,045,1,765400404,2,11
4062673,17377,030,2,765400306,1,11
4062674,17378,015,2,765400404,1,22
4062675,17379,020,2,765400403,2,11
4062676,17380,025,1,765400501,2,11
4062677,17380,030,1,765400501,1,11
4062678,17381,030,1,765400403,2,25
4062679,17381,030,1,765400403,1,11
4062680,17382,050,2,765400203,2,11
4062681,17383,015,2,765400103,1,22
4062682,17384,075,1,765400102,1,21
4062683,17384,070,1,765400102,2,21
4062684,17385,020,2,765400106,1,11
4062685,17386,080,1,765400202,1,21
4062686,17386,070,1,765400202,2,21
4062687,17387,065,2,765400503,2,11
4062688,17388,085,2,765400202,2,21
4062689,17389,035,1,765401002,1,11
4062690,17389,035,1,765401002,2,11
4062691,17390,020,2,765400102,1,22
4062692,17390,020,2,765400102,2,22
4062693,17391,000,2,765401005,2,23
4062694,17391,020,2,765401005,2,12
4062695,17392,015,2,765400501,2,22
4062696,17393,045,1,765400303,1,11
4062697,17393,045,1,765400303,2,11
4062698,17394,035,1,765400305,2,11
4062699,17394,030,1,765400305,1,11
4062700,17395,000,2,765401001,1,23
4062701,17395,025,1,765401001,2,25
4062702,17395,025,1,765401001,1,11
4062703,17396,060,1,765400602,2,21
4062704,17396,060,1,765400602,1,21
4062705,17397,060,1,765400502,2,12
4062706,17397,055,1,765400502,1,12
4062707,17398,055,2,765401004,2,11
4062708,17399,075,2,765400301,2,21
4062709,17400,010,2,765401001,2,23
4062710,17400,015,1,765401001,2,22
4062711,17400,035,2,765401001,2,12
4062712,17400,015,1,765401001,2,22
4062713,17401,025,2,765400104,2,22
4062714,17402,045,1,765400702,2,12
4062715,17402,065,1,765400702,1,21
4062716,17403,040,2,765401001,1,11
4062717,17403,070,2,765401001,2,21
4062718,17403,040,2,765401001,1,11
4062719,17404,045,2,765400304,2,11
4062720,17405,045,2,765401005,1,11
4062721,17405,045,2,765401005,1,25
4062722,17405,075,1,765401005,1,21
4062723,17405,075,1,765401005,2,21
4062724,17406,030,1,765400404,1,11
4062725,17406,025,1,765400404,2,11
4062726,17407,065,2,765400502,2,21
4062727,17408,025,1,765400303,1,11
4062728,17408,025,1,765400303,2,11
4062729,17409,045,2,765400901,2,11
4062730,17410,025,2,765400303,2,12
4062731,17411,035,2,765401005,1,12
4062732,17412,045,1,765401002,2,11
4062733,17412,010,2,765401002,2,23
4062734,17412,005,2,765401002,1,23
4062735,17413,030,1,765400201,2,11
4062736,17413,030,1,765400201,1,11
4062737,17414,075,2,765400305,2,21
4062738,17415,020,2,765400204,1,11
4062739,17415,035,2,765400204,1,11
4062740,17416,030,2,765400304,2,11
4062741,17417,020,2,765400106,2,22
4062742,17418,020,2,765400101,2,12
4062743,17419,015,2,765400202,1,22
4062744,17420,020,2,765400501,2,11
4062745,17421,055,1,765401001,1,11
4062746,17421,050,1,765401001,2,24
4062747,17421,050,2,765401001,2,25
4062748,17422,020,2,765400404,2,22
4062749,17422,020,2,765400404,2,22
4062750,17423,015,2,765400902,1,22
4062751,17423,045,2,765400902,2,12
4062752,17423,015,2,765400902,2,22
4062753,17424,050,2,765400802,2,24
4062754,17424,020,2,765400802,1,22
4062755,17424,015,2,765400802,1,22
4062756,17425,060,1,765400402,1,21
4062757,17425,065,1,765400402,2,21
4062758,17426,020,2,765400902,2,11
4062759,17426,020,2,765400902,1,22
4062760,17426,055,1,765400902,2,11
4062761,17426,055,1,765400902,1,11
4062762,17427,085,2,765400303,2,21
4062763,17428,095,2,765400301,2,24
4062764,17429,020,2,765400103,1,11
4062765,17430,015,2,765400103,2,11
4062766,17431,040,2,765400303,1,11
